New Love Plus;3DS;2012;Simulation;Konami Digital Entertainment;0,00;0,00;0,19;0,00;0,19;;;;;;
DanceMasters;X360;2010;Misc;Konami Digital Entertainment;0,15;0,02;0,02;0,01;0,19;63,00;30,00;5,90;7;GCP1;E10+
Breath of Fire: Dragon Quarter;PS2;2002;Role-Playing;Capcom;0,09;0,07;0,00;0,02;0,19;78,00;28,00;6,90;35;Capcom;T
Jikkyou J-League Perfect Striker;N64;1996;Sports;Konami Digital Entertainment;0,00;0,00;0,19;0,00;0,19;;;;;;
Super Robot Taisen: Scramble Commander;PS2;2003;Strategy;Banpresto;0,00;0,00;0,19;0,00;0,19;;;;;;
Shiren the Wanderer;Wii;2008;Role-Playing;Sega;0,08;0,00;0,11;0,01;0,19;71,00;21,00;7,60;5;ChunSoft;T
Re-Volt;PS;1998;Racing;Acclaim Entertainment;0,11;0,07;0,00;0,01;0,19;;;;;;
Kan Colle Kai;PSV;2016;Action;Kadokawa Games;0,00;0,00;0,19;0,00;0,19;;;;;;
Descent;PS;1996;Shooter;Interplay;0,11;0,07;0,00;0,01;0,19;;;;;;
LEGO Marvel's Avengers;3DS;2016;Action;Warner Bros. Interactive Entertainment;0,07;0,09;0,01;0,01;0,19;60,00;4,00;7,10;15;TT Games;E10+
Just Dance 2016;PS3;2015;Misc;Ubisoft;0,10;0,06;0,00;0,03;0,19;;;4,20;6;Ubisoft;E10+
Spore Hero Arena;DS;2009;Simulation;Electronic Arts;0,18;0,00;0,00;0,01;0,19;49,00;11,00;2,60;8;Full Fat;E
Disney's Magical Mirror Starring Mickey Mouse;GC;2002;Adventure;Nintendo;0,15;0,04;0,00;0,01;0,19;50,00;9,00;8,90;10;Capcom;E
Enchanted Arms;X360;2006;Role-Playing;Ubisoft;0,16;0,02;0,00;0,02;0,19;69,00;54,00;6,90;60;From Software;T
Are You Smarter Than a 5th Grader? Back to School;Wii;2010;Misc;Nintendo;0,18;0,00;0,00;0,01;0,19;;;tbd;;THQ;E
Conflict: Denied Ops;X360;2008;Shooter;Eidos Interactive;0,08;0,09;0,00;0,02;0,19;52,00;35,00;4,90;22;Pivotal Games;M
Mafia III;PC;2016;Action;Take-Two Interactive;0,08;0,10;0,00;0,02;0,19;63,00;29,00;3,20;881;Hangar 13;M
The Rise of the Argonauts;PS3;2008;Role-Playing;Codemasters;0,05;0,11;0,00;0,03;0,19;;;;;;
Barbie Fashion Show: An Eye for Style;DS;2008;Misc;Activision;0,18;0,00;0,00;0,01;0,19;;;;;;
IHRA Professional Drag Racing 2005;PS2;2004;Racing;Bethesda Softworks;0,09;0,07;0,00;0,02;0,19;;;tbd;;Bethesda Softworks;E
Mace Griffin: Bounty Hunter;PS2;2003;Shooter;Electronic Arts;0,09;0,07;0,00;0,02;0,19;62,00;19,00;8,30;7;Warthog;M
101-in-1 Explosive Megamix;DS;2008;Puzzle;Nordcurrent;0,05;0,12;0,00;0,02;0,19;46,00;13,00;tbd;;Nordcurrent;E
Legacy of Kain: Defiance;XB;2003;Action;Eidos Interactive;0,14;0,04;0,00;0,01;0,19;74,00;30,00;7,90;21;Crystal Dynamics;M
Final Fantasy XI;X360;2006;Role-Playing;Square Enix;0,17;0,01;0,00;0,01;0,19;66,00;25,00;6,50;33;Square Enix;T
Scene It? Twilight;DS;2010;Misc;Konami Digital Entertainment;0,11;0,06;0,00;0,02;0,19;;;tbd;;Konami;T
Trivial Pursuit unhinged;PS2;2004;Misc;Atari;0,09;0,07;0,00;0,02;0,19;51,00;11,00;tbd;;Artech Studios;T
Tales of the World: Narikiri Dungeon 2;GBA;2002;Role-Playing;Namco Bandai Games;0,00;0,00;0,19;0,00;0,19;;;;;;
Peter Jackson's King Kong: The Official Game of the Movie;PSP;2005;Action;Ubisoft;0,16;0,01;0,00;0,02;0,19;56,00;10,00;6,40;22;Phoenix Games Studio;T
Fighter Within;XOne;2013;Fighting;Ubisoft;0,11;0,07;0,00;0,02;0,19;23,00;39,00;3,00;211;Ubisoft;T
Aliens versus Predator: Extinction;PS2;2003;Strategy;Electronic Arts;0,09;0,07;0,00;0,02;0,19;66,00;17,00;8,40;30;Zono Inc.;T
Shrek: Forever After;PS3;2010;Platform;Activision;0,16;0,02;0,00;0,02;0,19;57,00;11,00;4,50;6;Xpec;E10+
Silent Scope 2: Dark Silhouette;PS2;2001;Shooter;Konami Digital Entertainment;0,09;0,07;0,00;0,02;0,19;64,00;17,00;tbd;;KCET;M
The Spiderwick Chronicles;Wii;2008;Action;Vivendi Games;0,17;0,00;0,00;0,01;0,19;62,00;13,00;tbd;;Stormfront Studios;E10+
Dave Mirra Freestyle BMX 2;GBA;2001;Sports;Acclaim Entertainment;0,14;0,05;0,00;0,00;0,19;85,00;7,00;tbd;;Full-Fat;E
X-Men Origins: Wolverine;PSP;2009;Action;Activision;0,13;0,03;0,00;0,03;0,19;60,00;6,00;7,50;12;Griptonite Games;T
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban;SNES;1996;Sports;Konami Digital Entertainment;0,00;0,00;0,19;0,00;0,19;;;;;;
Tokimeki Memorial Girl's Side 3rd Story;DS;2010;Adventure;Konami Digital Entertainment;0,00;0,00;0,19;0,00;0,19;;;;;;
NHL Hitz Pro;PS2;2003;Sports;Midway Games;0,09;0,07;0,00;0,02;0,19;79,00;23,00;8,90;13;Next Level Games;E
Allied General;PS;1996;Strategy;SSI;0,11;0,07;0,00;0,01;0,19;;;;;;
Marvel Super Hero Squad: Comic Combat;PS3;2011;Action;THQ;0,11;0,05;0,00;0,03;0,19;;;tbd;;THQ;E10+
Kamen Rider: Battride War;PS3;2013;Action;Namco Bandai Games;0,00;0,00;0,19;0,00;0,19;;;;;;
Fire ProWrestling G;PS;1999;Fighting;Human Entertainment;0,00;0,00;0,18;0,01;0,19;;;;;;
Space Invaders Extreme 2;DS;2009;Shooter;Square Enix;0,17;0,01;0,00;0,01;0,19;82,00;38,00;7,10;8;Taito Corporation;E
Need for Speed: The Run;3DS;2011;Action;Electronic Arts;0,09;0,09;0,00;0,02;0,19;65,00;9,00;6,00;26;Firebrand Games;E10+
Supreme Commander 2;PC;2010;Strategy;Square Enix;0,00;0,15;0,00;0,04;0,19;77,00;54,00;6,20;803;Gas Powered Games;E10+
Avatar: The Last Airbender - Into the Inferno;Wii;2008;Adventure;THQ;0,17;0,01;0,00;0,01;0,19;;;;;;
Quantum Theory;PS3;2010;Shooter;Tecmo Koei;0,05;0,09;0,02;0,03;0,19;43,00;34,00;5,30;21;Tecmo;M
Dawn of Discovery;Wii;2009;Simulation;Ubisoft;0,12;0,06;0,00;0,02;0,19;81,00;24,00;8,50;15;Keen Games;E10+
Guitar Hero Live;WiiU;2015;Misc;Activision;0,12;0,05;0,00;0,02;0,19;84,00;4,00;6,10;36;Activision, FreeStyleGames;T
GunGriffon;SAT;1995;Simulation;Sega;0,00;0,00;0,19;0,00;0,19;;;;;;
SingStar Pop Vol.2;PS2;2008;Misc;Sony Computer Entertainment;0,09;0,07;0,00;0,02;0,19;;;;;;
SNK Arcade Classics Vol. 1;PS2;2008;Misc;Ignition Entertainment;0,09;0,07;0,00;0,02;0,19;69,00;16,00;tbd;;SNK Playmore;T
Darkstalkers 3;PS;1998;Fighting;Capcom;0,11;0,07;0,00;0,01;0,19;;;;;;
International Cricket 2010;PS3;2010;Sports;Codemasters;0,00;0,15;0,00;0,04;0,19;;;;;;
Frequency;PS2;2001;Misc;Sony Computer Entertainment;0,09;0,07;0,00;0,02;0,19;83,00;26,00;9,00;29;Harmonix Music Systems;E
Inazuma Eleven Strikers 2012 Xtreme;Wii;2011;Role-Playing;Level 5;0,00;0,00;0,19;0,00;0,19;;;;;;
The Polar Express;GBA;2004;Adventure;THQ;0,14;0,05;0,00;0,00;0,19;;;tbd;;Tantalus Interactive;E
Dynasty Warriors 8: Empires;PS4;2014;Action;Tecmo Koei;0,06;0,07;0,03;0,03;0,19;63,00;30,00;7,50;42;Omega Force;T
2002 FIFA World Cup;XB;2002;Sports;Electronic Arts;0,14;0,04;0,00;0,01;0,19;79,00;17,00;9,00;4;Software Creations;E
SpongeBob SquigglePants 3D;3DS;2011;Misc;THQ;0,13;0,05;0,00;0,02;0,19;64,00;8,00;6,00;8;WayForward;E
Jampack: Summer 2003 (RP-T);PS2;2003;Misc;Sony Computer Entertainment;0,09;0,07;0,00;0,02;0,19;;;;;;
Frogger's Adventures 2: The Lost Wand;GBA;2002;Adventure;Konami Digital Entertainment;0,14;0,05;0,00;0,00;0,19;75,00;4,00;tbd;;Konami;E
Sudeki;XB;2004;Role-Playing;Microsoft Game Studios;0,14;0,04;0,00;0,01;0,19;72,00;75,00;8,40;49;Climax Group;M
Majin and the Forsaken Kingdom;X360;2010;Adventure;Namco Bandai Games;0,14;0,03;0,00;0,01;0,19;74,00;46,00;8,10;24;Game Republic;T
Silent Hill HD Collection;X360;2012;Action;Konami Digital Entertainment;0,11;0,06;0,01;0,02;0,19;69,00;17,00;5,60;98;Konami;M
Arc Rise Fantasia;Wii;2009;Role-Playing;Marvelous Interactive;0,12;0,00;0,06;0,01;0,19;64,00;26,00;7,80;43;Image Epoch, Imageepoch;T
Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu;PSP;2009;Adventure;Sony Computer Entertainment;0,00;0,00;0,19;0,00;0,19;;;;;;
Hot Wheels: Track Attack;Wii;2010;Racing;THQ;0,14;0,03;0,00;0,01;0,19;;;tbd;;Firebrand Games;E
Quake;N64;1998;Shooter;GT Interactive;0,15;0,04;0,00;0,00;0,19;;;;;;
SpongeBob's Surf & Skate Roadtrip;X360;2011;Action;THQ;0,15;0,03;0,00;0,01;0,19;;;;;;
Sesame Street: Elmo's Number Journey;N64;1999;Misc;NewKidCo;0,15;0,04;0,00;0,00;0,19;;;;;;
Hexen;N64;1996;Shooter;GT Interactive;0,15;0,04;0,00;0,00;0,19;;;;;;
Mace: The Dark Age;N64;1997;Fighting;GT Interactive;0,15;0,04;0,00;0,00;0,19;;;;;;
Puyo Puyo Sun 64;N64;1997;Puzzle;Compile;0,00;0,00;0,16;0,03;0,19;;;;;;
AeroFighters Assault;N64;1997;Action;Video System;0,15;0,04;0,00;0,00;0,19;;;;;;
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales);N64;1996;Sports;Imagineer;0,00;0,00;0,19;0,00;0,19;;;;;;
South Park: The Stick of Truth;PC;2014;Role-Playing;Ubisoft;0,07;0,10;0,00;0,01;0,19;85,00;48,00;8,60;1739;Obsidian Entertainment;M
Tottadoo! Yoiko no Mujintou Seikatsu;DS;2008;Adventure;Namco Bandai Games;0,00;0,00;0,19;0,00;0,19;;;;;;
Teenage Mutant Ninja Turtles 2: Battle Nexus;GC;2004;Action;Konami Digital Entertainment;0,15;0,04;0,00;0,01;0,19;49,00;16,00;4,60;7;Konami;T
Barbie Horse Adventures: Riding Camp;PS2;2008;Sports;Activision;0,09;0,07;0,00;0,02;0,19;;;tbd;;Pixel Tales;E
MLB 12: The Show;PSV;2012;Sports;Sony Computer Entertainment;0,17;0,00;0,00;0,02;0,19;76,00;15,00;7,80;42;SCEA San Diego Studios;E
God Eater Resurrection;PSV;2015;Action;Namco Bandai Games;0,00;0,00;0,19;0,00;0,19;;;8,80;17;Shift, Bandai Namco Games;T
SSX Tricky;GBA;2002;Sports;Electronic Arts;0,14;0,05;0,00;0,00;0,19;66,00;9,00;tbd;;Visual Impact;E
Kenka Banchou 4: Ichinen Sensou;PSP;2010;Action;Spike;0,00;0,00;0,19;0,00;0,19;;;;;;
Warhammer: Shadow of the Horned Rat;PS;1996;Strategy;Mindscape;0,11;0,07;0,00;0,01;0,19;;;;;;
NBA 2K11;PC;2010;Action;Take-Two Interactive;0,18;0,00;0,00;0,01;0,19;82,00;6,00;8,60;37;Visual Concepts;E
Pet Zombies;3DS;N/A;Simulation;Majesco Entertainment;0,18;0,00;0,00;0,01;0,19;;;tbd;;1st Playable Productions;T
Pro Yakyuu Team o Tsukurou!;DS;2008;Sports;Sega;0,00;0,00;0,19;0,00;0,19;;;;;;
WWE All Stars;Wii;2011;Fighting;THQ;0,10;0,07;0,00;0,02;0,19;68,00;11,00;7,00;8;THQ;T
Naruto: Ninja Destiny;DS;2006;Fighting;Namco Bandai Games;0,02;0,01;0,16;0,00;0,19;61,00;22,00;4,40;10;Takara Tomy;T
FaceBreaker;X360;2008;Fighting;Electronic Arts;0,15;0,02;0,00;0,02;0,19;54,00;57,00;6,30;19;EA Canada;T
ESPN International Track & Field;PS2;2000;Sports;Konami Digital Entertainment;0,09;0,07;0,00;0,02;0,19;;;;;;
Spider-Man: Shattered Dimensions;DS;2010;Action;Activision;0,17;0,01;0,00;0,01;0,19;73,00;13,00;7,00;6;Griptonite Games;E10+
Lunar Legend;GBA;2002;Role-Playing;Media Rings;0,14;0,05;0,00;0,00;0,19;79,00;20,00;7,80;8;Magic Rings;E
Conflict: Global Terror;PS2;2005;Shooter;Eidos Interactive;0,09;0,07;0,00;0,02;0,19;62,00;15,00;8,50;10;Pivotal Games;M
Dante's Inferno;PSP;2010;Action;Electronic Arts;0,12;0,03;0,01;0,02;0,19;70,00;14,00;8,10;46;Artificial Mind and Movement, EA Redwood Shores;M
Mystery Tales of Time Travel;DS;2010;Puzzle;Foreign Media Games;0,01;0,15;0,00;0,02;0,19;;;;;;
Injustice: Gods Among Us;WiiU;2013;Fighting;Warner Bros. Interactive Entertainment;0,09;0,08;0,00;0,02;0,19;82,00;5,00;7,90;112;NetherRealm Studios;T
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion;PS2;2006;Misc;D3Publisher;0,00;0,00;0,19;0,00;0,19;;;;;;
NASCAR Unleashed;3DS;2011;Racing;Activision;0,18;0,00;0,00;0,01;0,19;;;tbd;;Firebrand Games;E
Tomb Raider: Underworld;DS;2008;Action;Eidos Interactive;0,15;0,02;0,00;0,01;0,19;70,00;9,00;8,40;10;Santa Cruz Games;T
Death Jr.;PSP;2005;Platform;Konami Digital Entertainment;0,17;0,00;0,00;0,01;0,19;61,00;40,00;7,30;21;Backbone Entertainment;T
Hulk;GC;2003;Action;Universal Interactive;0,15;0,04;0,00;0,01;0,19;71,00;26,00;7,40;7;Radical Entertainment;T
Boogie;PS2;2007;Misc;Electronic Arts;0,09;0,07;0,00;0,02;0,19;52,00;12,00;tbd;;Pipeworks Software, Inc.;E10+
Arcade Shooting Gallery;Wii;2008;Shooter;Zoo Games;0,18;0,00;0,00;0,01;0,19;;;tbd;;Zoo Games;E10+
Phantasy Star Universe;PS2;2006;Role-Playing;Sega;0,00;0,00;0,19;0,00;0,19;68,00;18,00;8,50;23;Sonic Team;T
Gungrave;PS2;2002;Shooter;Activision;0,09;0,07;0,00;0,02;0,19;65,00;28,00;8,60;16;Seta Corporation;M
Schlag den Raab;Wii;2010;Misc;Namco Bandai Games;0,00;0,16;0,00;0,02;0,19;;;;;;
Transworld Surf;PS2;2002;Sports;Atari;0,09;0,07;0,00;0,02;0,19;76,00;15,00;8,50;6;Rockstar San Diego;T
Tenchu: Fatal Shadows;PS2;2004;Action;Sega;0,09;0,07;0,00;0,02;0,19;58,00;33,00;8,00;24;K2 LLC;M
50 Cent: Blood on the Sand;PS3;2009;Shooter;THQ;0,10;0,06;0,01;0,03;0,19;72,00;37,00;7,20;57;Swordfish Studios;M
Metro: Last Light;PC;2013;Action;Deep Silver;0,06;0,11;0,00;0,02;0,19;82,00;71,00;8,60;2654;4A Games;M
Evolve;PC;2015;Shooter;Take-Two Interactive;0,08;0,10;0,00;0,02;0,19;77,00;39,00;4,30;969;Turtle Rock Studios;M
FIFA 14;PSP;2013;Sports;Electronic Arts;0,00;0,15;0,00;0,04;0,19;;;3,40;23;EA Canada;E
Resident Evil: Revelations;WiiU;2013;Action;Capcom;0,07;0,07;0,03;0,01;0,19;80,00;19,00;7,50;146;Capcom;M
Namco Museum Megamix;Wii;2010;Misc;Namco Bandai Games;0,17;0,00;0,00;0,01;0,19;53,00;12,00;tbd;;Namco Bandai Games;E
Chaotic: Shadow Warriors;Wii;2009;Action;Activision;0,18;0,00;0,00;0,01;0,19;;;tbd;;FUN Labs;E10+
The Legend of Spyro: A New Beginning;GC;2006;Platform;Vivendi Games;0,15;0,04;0,00;0,01;0,19;67,00;13,00;7,30;11;Krome Studios;E10+
International Soccer;2600;1981;Sports;Mattel Interactive;0,18;0,01;0,00;0,00;0,19;;;;;;
Princess Maker: Yumemiru Yosei;PS;1997;Strategy;Sony Computer Entertainment;0,00;0,00;0,18;0,01;0,19;;;;;;
3rd Super Robot Wars Z: Tengoku-Hen;PSV;2015;Action;Namco Bandai Games;0,00;0,00;0,19;0,00;0,19;;;;;;
Armored Core: For Answer;PS3;2008;Simulation;Ubisoft;0,06;0,02;0,10;0,01;0,19;62,00;22,00;7,60;31;From Software;T
Big Air;PS;1999;Sports;Accolade;0,10;0,07;0,00;0,01;0,19;;;;;;
Shining Force II;GEN;1993;Strategy;Sega;0,00;0,00;0,19;0,00;0,19;;;;;;
Taiko no Tatsujin: Wii U Version!;WiiU;2013;Misc;Namco Bandai Games;0,00;0,00;0,19;0,00;0,19;;;;;;
Gallop Racer;PS;1999;Sports;Tecmo Koei;0,00;0,00;0,18;0,01;0,19;;;;;;
The Walking Dead: Season Two;PS3;2014;Adventure;Telltale Games;0,09;0,06;0,00;0,03;0,19;;;;;;
Harry Potter and the Prisoner of Azkaban;XB;2004;Action;Electronic Arts;0,14;0,04;0,00;0,01;0,19;67,00;23,00;8,80;10;EA Games;E
3rd Super Robot Wars Z Jigoku Hen;PSV;2014;Role-Playing;Namco Bandai Games;0,00;0,00;0,19;0,00;0,19;;;;;;
Where's Waldo? The Fantastic Journey;Wii;2009;Adventure;Ubisoft;0,17;0,00;0,00;0,01;0,19;;;tbd;;Classic Media Distribution Limited;E
Sudoku Gridmaster (JP sales);DS;2006;Puzzle;Nintendo;0,00;0,00;0,19;0,00;0,19;;;;;;
Monsters vs. Aliens;PS2;2009;Action;Activision;0,11;0,00;0,00;0,08;0,19;64,00;4,00;tbd;;Beenox;E10+
College Slam;PS;1995;Sports;Acclaim Entertainment;0,10;0,07;0,00;0,01;0,19;;;;;;
Street Fighter X Tekken;PSV;2012;Fighting;Capcom;0,10;0,04;0,01;0,03;0,19;79,00;25,00;7,50;66;Capcom;T
Nobunaga no Yabou: Souzou;PS3;2013;Strategy;Tecmo Koei;0,00;0,00;0,19;0,00;0,19;;;;;;
The Legend of Heroes: Trails of Cold Steel II;PSV;2014;Role-Playing;Nippon Ichi Software;0,02;0,02;0,13;0,01;0,19;80,00;23,00;7,30;73;Falcom;T
Pro Yaky? Spirits 4;PS2;2007;Sports;Konami Digital Entertainment;0,00;0,00;0,19;0,00;0,19;;;;;;
Rock Band Track Pack Volume 2;X360;2008;Misc;MTV Games;0,17;0,01;0,00;0,01;0,19;;;tbd;;Harmonix Music Systems;T
Need for Speed: Shift 2 Unleashed;PC;2011;Racing;Electronic Arts;0,05;0,11;0,00;0,03;0,19;;;;;;
Tamagotchi Party On!;Wii;2006;Misc;Namco Bandai Games;0,12;0,00;0,06;0,01;0,19;;;;;;
Daigasso! Band Brothers;DS;2004;Misc;Nintendo;0,00;0,00;0,19;0,00;0,19;;;;;;
Rise of the Kasai;PS2;2005;Action;Sony Computer Entertainment;0,09;0,07;0,00;0,02;0,19;68,00;37,00;8,00;5;BottleRocket Entertainment;M
Thoroughbred Breeder;SNES;1993;Simulation;Hect;0,00;0,00;0,19;0,00;0,19;;;;;;
Momotarou Dentetsu World;DS;2010;Misc;Hudson Soft;0,00;0,00;0,19;0,00;0,19;;;;;;
Singstar: Ultimate Party;PS4;2014;Misc;Sony Computer Entertainment Europe;0,00;0,16;0,00;0,03;0,19;47,00;19,00;4,10;18;SCEE;
Beyblade: Metal Fusion - Battle Fortress;Wii;2009;Action;Konami Digital Entertainment;0,15;0,00;0,03;0,01;0,19;;;;;;
Risen;X360;2009;Role-Playing;Deep Silver;0,07;0,11;0,00;0,01;0,19;60,00;37,00;6,40;77;Piranha Bytes;M
Nostalgia;DS;2008;Role-Playing;Tecmo Koei;0,16;0,00;0,02;0,01;0,19;72,00;36,00;7,60;19;Matrix Software;E10+
Dynasty Warriors Gundam;X360;2007;Action;Namco Bandai Games;0,15;0,01;0,02;0,01;0,19;55,00;34,00;6,80;20;Koei, Omega Force;T
Chibi-Robo! Park Patrol;DS;2007;Adventure;Unknown;0,00;0,00;0,19;0,00;0,19;78,00;14,00;7,50;13;Skip Ltd.;E
Jurassic: The Hunted;PS3;2009;Shooter;Activision;0,17;0,00;0,00;0,02;0,19;;;4,50;4;Activision;T
Farmtopia;DS;2010;Simulation;505 Games;0,18;0,00;0,00;0,01;0,19;;;tbd;;505 Games;E
DanceDanceRevolution;PS3;2010;Simulation;Konami Digital Entertainment;0,12;0,05;0,00;0,02;0,19;60,00;5,00;tbd;;Konami;E10+
Tom Clancy's Splinter Cell: Blacklist;PC;2013;Action;Ubisoft;0,04;0,13;0,00;0,01;0,19;82,00;13,00;7,40;754;Ubisoft Toronto;M
Ni Hao, Kai-lan: Super Game Day;Wii;2009;Misc;Take-Two Interactive;0,17;0,00;0,00;0,01;0,19;;;8,50;4;Take-Two Interactive;E
One Piece: Unlimited Adventure;Wii;2007;Adventure;Namco Bandai Games;0,07;0,00;0,11;0,01;0,19;67,00;17,00;8,50;32;Ganbarion;T
Shaun White Skateboarding;PS3;2010;Sports;Ubisoft;0,11;0,05;0,00;0,03;0,19;61,00;26,00;6,50;8;Ubisoft Montreal;T
Crash & Spyro Superpack;GBA;2005;Platform;Vivendi Games;0,13;0,05;0,00;0,00;0,19;;;;;;
Reel Fishing Paradise 3D;3DS;2011;Sports;Marvelous Interactive;0,12;0,00;0,06;0,01;0,19;57,00;5,00;tbd;;Natsume;E
Conflict: Denied Ops;PS3;2008;Shooter;Eidos Interactive;0,05;0,10;0,00;0,03;0,19;51,00;28,00;3,10;25;Pivotal Games;M
Binary Domain;X360;2012;Action;Sega;0,09;0,06;0,02;0,02;0,19;74,00;43,00;8,00;185;Sega;M
Kuma-Tomo;3DS;2013;Misc;Namco Bandai Games;0,00;0,00;0,19;0,00;0,19;;;;;;
IL-2 Sturmovik: Birds of Prey;PSP;2009;Simulation;505 Games;0,08;0,07;0,00;0,04;0,19;;;3,00;7;SME Dynamic Systems Limited;T
ThunderStrike 2;PS;1994;Simulation;Core Design Ltd.;0,10;0,07;0,00;0,01;0,19;;;;;;
Magical ZhuZhu Princess: Carriages & Castles;DS;2011;Simulation;Activision;0,13;0,04;0,00;0,01;0,19;;;;;;
Pro Yaky? Spirits 2012;PS3;2012;Sports;Konami Digital Entertainment;0,00;0,00;0,19;0,00;0,19;;;;;;
Super Real Mahjong P V;SAT;1995;Misc;Seta Corporation;0,00;0,00;0,19;0,00;0,19;;;;;;
Thomas the Tank Engine & Friends;GBA;2004;Adventure;N/A;0,13;0,05;0,00;0,00;0,19;;;;;;
Penguin no Mondai X: Tenkuu no 7 Senshi;DS;2009;Action;Konami Digital Entertainment;0,00;0,00;0,19;0,00;0,19;;;;;;
The Scorpion King: Sword of Osiris;GBA;2002;Action;Vivendi Games;0,13;0,05;0,00;0,00;0,19;72,00;14,00;tbd;;WayForward;E
Jeep Thrills;Wii;2008;Racing;Zoo Digital Publishing;0,17;0,00;0,00;0,01;0,19;;;5,70;9;Game Sauce;E
Ice Age: Dawn of the Dinosaurs;PS3;2009;Action;Activision;0,13;0,03;0,00;0,02;0,19;67,00;23,00;7,30;7;Activision;E10+
Bubsy 3D;PS;1996;Platform;Accolade;0,10;0,07;0,00;0,01;0,19;;;;;;
NCAA Final Four 2001;PS2;2000;Sports;Sony Computer Entertainment;0,09;0,07;0,00;0,02;0,19;49,00;10,00;tbd;;989 Sports;E
Robin Hood: Defender of the Crown;PS2;2003;Strategy;Capcom;0,09;0,07;0,00;0,02;0,19;59,00;18,00;5,60;5;Cinemaware;T
Face Training;DS;2007;Misc;Nintendo;0,00;0,00;0,19;0,00;0,19;;;;;;
Barbie Horse Adventures: Riding Camp;Wii;2008;Sports;Activision;0,17;0,00;0,00;0,01;0,19;;;tbd;;Activision;E
SD Gundam GX;SNES;1994;Strategy;Namco Bandai Games;0,00;0,00;0,19;0,00;0,19;;;;;;
R-Type Final;PS2;2003;Shooter;Metro 3D;0,09;0,07;0,00;0,02;0,19;79,00;50,00;9,10;21;Irem;E
Jackie Chan Adventures: Legend of the Dark Hand;GBA;2001;Action;Activision;0,13;0,05;0,00;0,00;0,19;;;;;;
Bolt;PS3;2008;Adventure;Disney Interactive Studios;0,12;0,04;0,00;0,02;0,19;59,00;11,00;6,80;6;Avalanche Software;E10+
Mathews Bowhunting;Wii;2010;Sports;Zoo Games;0,18;0,00;0,00;0,01;0,19;;;tbd;;Zoo Games;T
Phantasy Star Nova;PSV;2014;Role-Playing;Sega;0,00;0,00;0,19;0,00;0,19;;;;;;
Pro Evolution Soccer 2014;3DS;2013;Action;Konami Digital Entertainment;0,00;0,00;0,19;0,00;0,19;;;;;Konami;E
Sega GT 2002;XB;2002;Racing;Sega;0,12;0,03;0,03;0,01;0,19;82,00;24,00;8,20;24;Wow Entertainment;E
F1 2011;PC;2011;Racing;Codemasters;0,00;0,15;0,00;0,04;0,19;83,00;10,00;7,20;83;Codemasters;E
Air Conflicts: Secret Wars;PS3;2011;Simulation;bitComposer Games;0,10;0,06;0,00;0,03;0,19;51,00;8,00;tbd;;Games Farm;T
Ty the Tasmanian Tiger 3: Night of the Quinkan;PS2;2005;Action;Activision;0,09;0,07;0,00;0,02;0,19;68,00;13,00;8,10;15;Krome Studios;E10+
Family Feud: 2012 Edition;Wii;2011;Misc;Ubisoft;0,17;0,00;0,00;0,01;0,19;;;tbd;;Ubisoft, Ludia Inc.;E10+
Samurai Warriors 2: Empires;PS2;2006;Action;Tecmo Koei;0,00;0,00;0,19;0,00;0,19;55,00;20,00;7,30;7;Omega Force;T
Blood Omen 2;XB;2002;Action;Eidos Interactive;0,14;0,04;0,00;0,01;0,19;76,00;22,00;9,00;9;Crystal Dynamics;M
Earth Defense Force: Insect Armageddon;X360;2011;Shooter;D3Publisher;0,10;0,04;0,03;0,01;0,19;68,00;40,00;8,20;45;Vicious Cycle;T
Major League Baseball 2K10;PS3;2010;Sports;Take-Two Interactive;0,17;0,00;0,00;0,01;0,19;74,00;19,00;5,30;4;Visual Concepts;E
Saints Row IV;PC;2013;Action;Deep Silver;0,11;0,06;0,00;0,02;0,19;86,00;45,00;7,40;1543;Volition Inc.;M
J-League Pro Soccer Club o Tsukurou! 5;PS2;2007;Sports;Sega;0,00;0,00;0,19;0,00;0,19;;;;;;
Harry Potter: Quidditch World Cup;XB;2003;Sports;Electronic Arts;0,14;0,04;0,00;0,01;0,19;69,00;14,00;7,50;4;Electronic Arts;E
Dance Central: Spotlight;XOne;2014;Misc;Microsoft Game Studios;0,15;0,03;0,00;0,00;0,19;74,00;19,00;7,00;47;Harmonix Music Systems;T
Little Battlers eXperience W;PSP;2012;Role-Playing;Level 5;0,00;0,00;0,19;0,00;0,19;;;;;;
Warriors: Legends of Troy;PS3;2011;Action;Tecmo Koei;0,06;0,04;0,07;0,02;0,19;44,00;22,00;7,00;24;Tecmo Koei Canada;M
La Pucelle: Tactics;PS2;2002;Role-Playing;Tecmo Koei;0,09;0,07;0,00;0,02;0,19;79,00;47,00;8,50;15;Nippon Ichi Software;T
Arcania: Gothic 4;PC;2010;Role-Playing;JoWood Productions;0,09;0,08;0,00;0,02;0,19;63,00;25,00;4,40;307;Spellbound;T
NBA Ballers: Chosen One;X360;2008;Sports;Midway Games;0,17;0,00;0,00;0,01;0,19;55,00;42,00;4,20;15;Midway;E
