PGR3 - Project Gotham Racing 3;X360;2005;Racing;Microsoft Game Studios;0,49;0,03;0,03;0,05;0,60;;;;;;
Dragon Age: Inquisition;PS3;2014;Role-Playing;Electronic Arts;0,27;0,18;0,05;0,09;0,60;;;5,20;242;BioWare;M
SimCity DS;DS;2007;Simulation;Electronic Arts;0,33;0,02;0,21;0,03;0,60;69,00;27,00;6,30;18;Aki Corp.;E
New Carnival Games;Wii;2010;Misc;Take-Two Interactive;0,33;0,21;0,00;0,05;0,59;;;tbd;;Cat Daddy Games;E
Hot Wheels: Stunt Track Challenge;PS2;2004;Racing;THQ;0,29;0,23;0,00;0,08;0,59;62,00;8,00;8,10;8;Climax Group;E
Littlest Pet Shop: Jungle;DS;2008;Simulation;Electronic Arts;0,34;0,20;0,00;0,06;0,59;;;tbd;;Electronic Arts;E
Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e;PS2;2005;Strategy;Banpresto;0,00;0,00;0,59;0,00;0,59;;;;;;
FIFA 15;PSV;2014;Sports;Electronic Arts;0,08;0,35;0,05;0,12;0,59;;;3,10;42;EA Sports;E
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban;PS;1997;Sports;Konami Digital Entertainment;0,00;0,00;0,56;0,04;0,59;;;;;;
Monopoly;X360;2008;Misc;Electronic Arts;0,34;0,20;0,00;0,06;0,59;56,00;9,00;5,80;17;EA Bright Light;E
Tony Hawk: RIDE;PS3;2009;Sports;Activision;0,38;0,14;0,00;0,07;0,59;44,00;29,00;2,10;31;Robomodo;E10+
CyberTiger;PS;1998;Sports;Electronic Arts;0,33;0,22;0,00;0,04;0,59;;;;;;
Jampack Fall 2001;PS;2001;Misc;Sony Computer Entertainment;0,33;0,22;0,00;0,04;0,59;;;;;;
Medal of Honor: Frontline;GC;2002;Shooter;Electronic Arts;0,46;0,12;0,00;0,02;0,59;80,00;16,00;7,90;16;Dreamworks Games;T
Dead Space;PC;2008;Action;Electronic Arts;0,00;0,53;0,00;0,06;0,59;86,00;28,00;8,00;1093;EA Redwood Shores;M
NFL Blitz 2001;PS;2000;Sports;Midway Games;0,33;0,22;0,00;0,04;0,59;70,00;6,00;tbd;;Midway;E
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban;PS;1998;Sports;Konami Digital Entertainment;0,00;0,00;0,55;0,04;0,59;;;;;;
Rock Band 2;PS2;2008;Misc;MTV Games;0,29;0,23;0,00;0,08;0,59;;;8,00;4;Harmonix Music Systems;T
NHL 11;PS3;2010;Sports;Electronic Arts;0,40;0,12;0,00;0,07;0,59;88,00;38,00;7,10;54;Electronic Arts;E10+
Yakuza 5;PS3;2012;Action;Sega;0,00;0,00;0,59;0,00;0,59;83,00;34,00;8,50;180;Ryu ga Gotoku Studios;M
BurgerTime;2600;1981;Puzzle;Mattel Interactive;0,55;0,03;0,00;0,01;0,59;;;;;;
2002 FIFA World Cup;PS2;2002;Sports;Electronic Arts;0,21;0,17;0,16;0,06;0,59;73,00;19,00;5,60;18;EA Sports;E
MVP Baseball 2004;XB;2004;Sports;Electronic Arts;0,44;0,13;0,00;0,02;0,59;90,00;31,00;8,50;19;EA Sports;E
Crash Bandicoot: The Wrath of Cortex;GC;2002;Platform;Universal Interactive;0,46;0,12;0,00;0,02;0,59;62,00;11,00;7,30;22;Traveller's Tales;E
Smurf: Rescue In Gargamel's Castle;2600;1981;Action;Coleco;0,55;0,03;0,00;0,01;0,59;;;;;;
Beijing 2008;X360;2008;Sports;Sega;0,15;0,38;0,00;0,07;0,59;;;;;;
Pokemon Trozei!;DS;2005;Puzzle;Nintendo;0,25;0,00;0,31;0,02;0,59;;;;;;
WWE 2K16;XOne;2015;Sports;Take-Two Interactive;0,32;0,22;0,00;0,05;0,59;72,00;18,00;5,70;75;Yuke's;T
Extreme-G;N64;1997;Racing;Acclaim Entertainment;0,47;0,11;0,00;0,01;0,59;;;;;;
Ready 2 Rumble Boxing;N64;1999;Sports;Midway Games;0,47;0,11;0,00;0,01;0,59;;;;;;
Assassin's Creed: Brotherhood;PC;2011;Action;Ubisoft;0,15;0,34;0,00;0,10;0,59;88,00;24,00;8,20;1102;Ubisoft Montreal;M
Spelling Challenges and more!;DS;2007;Misc;505 Games;0,54;0,00;0,00;0,04;0,59;;;;;;
Dead or Alive Xtreme Beach Volleyball;XB;2003;Sports;Microsoft Game Studios;0,36;0,08;0,14;0,02;0,59;73,00;42,00;7,80;47;Team Ninja;M
Tales of Rebirth;PS2;2004;Role-Playing;Namco Bandai Games;0,00;0,00;0,59;0,00;0,59;;;;;;
Silent Hill: Shattered Memories;PS2;2010;Action;Konami Digital Entertainment;0,13;0,22;0,01;0,23;0,59;77,00;8,00;6,80;82;Climax Group;M
Disney Sing It: Family Hits;Wii;2010;Misc;Disney Interactive Studios;0,38;0,17;0,00;0,05;0,59;;;tbd;;Disney Interactive Studios;E
Blur;X360;2010;Racing;Activision;0,25;0,27;0,00;0,06;0,59;82,00;78,00;8,30;169;Bizarre Creations;E10+
Barbie: Race & Ride;PS;1999;Action;Sony Computer Entertainment;0,33;0,22;0,00;0,04;0,59;;;;;;
Kane & Lynch 2: Dog Days;PS3;2010;Shooter;Square Enix;0,17;0,27;0,05;0,10;0,59;;;;;;
Madden NFL 06;X360;N/A;Sports;Electronic Arts;0,54;0,00;0,01;0,03;0,59;74,00;48,00;4,90;44;EA Tiburon;E
Asphalt: Urban GT;DS;2004;Racing;Ubisoft;0,31;0,22;0,00;0,06;0,59;60,00;38,00;7,50;13;Gameloft;E
Mega Man Anniversary Collection;PS2;2004;Platform;Capcom;0,29;0,22;0,00;0,08;0,59;81,00;26,00;9,00;20;Atomic Planet Entertainment;E
Metal Gear Solid V: Ground Zeroes;PS3;2014;Action;Konami Digital Entertainment;0,14;0,12;0,27;0,05;0,59;66,00;5,00;5,90;242;Kojima Productions;M
Harvest Moon: Friends of Mineral Town;GBA;2003;Simulation;Ubisoft;0,34;0,13;0,11;0,01;0,59;81,00;25,00;9,60;116;TOSE;E
Backyard NBA Basketball;PS2;2003;Sports;Atari;0,29;0,22;0,00;0,07;0,59;;;;;;
Ben 10: Alien Force;PSP;2008;Action;Koch Media;0,35;0,13;0,00;0,10;0,59;;;7,70;12;Monkey Bar Games;E10+
Naruto: The Broken Bond;X360;2008;Action;Ubisoft;0,24;0,28;0,00;0,06;0,59;80,00;34,00;7,80;46;Ubisoft Montreal;T
Kirby's Dream Course;SNES;1994;Sports;Nintendo;0,00;0,00;0,59;0,00;0,59;;;;;;
WarioWare D.I.Y.;DS;2009;Misc;Nintendo;0,17;0,18;0,20;0,04;0,59;82,00;53,00;8,70;39;Intelligent Systems;E
Iron Man;Wii;2008;Action;Sega;0,30;0,22;0,00;0,06;0,59;44,00;14,00;7,00;8;Artificial Mind and Movement;T
The Fight: Lights Out;PS3;2010;Fighting;Sony Computer Entertainment;0,29;0,21;0,00;0,09;0,59;48,00;39,00;7,50;77;Coldwood Interactive;T
Mega Man X7;PS2;2003;Action;Capcom;0,22;0,17;0,14;0,06;0,58;58,00;30,00;5,10;38;Valuewave Co.,Ltd.;E
Deus Ex: Human Revolution;PC;2011;Shooter;Square Enix;0,25;0,25;0,00;0,08;0,58;90,00;52,00;8,50;3069;Nixxes Software;M
SpongeBob SquarePants featuring Nicktoons: Globs of Doom;PS2;2008;Action;THQ;0,29;0,22;0,00;0,07;0,58;;;tbd;;Incinerator Games;E
Final Fantasy Anniversary Edition;PSP;2007;Role-Playing;Square Enix;0,39;0,02;0,13;0,04;0,58;67,00;34,00;7,70;47;TOSE;E10+
LEGO Indiana Jones 2: The Adventure Continues;PSP;2009;Action;Activision;0,21;0,23;0,00;0,14;0,58;;;tbd;;Traveller's Tales;E10+
SoulCalibur V;X360;2012;Fighting;Namco Bandai Games;0,39;0,13;0,02;0,04;0,58;77,00;56,00;6,20;124;Project Soul;T
Tokimeki Memorial: Forever with You;PS;1995;Simulation;Konami Digital Entertainment;0,00;0,00;0,55;0,04;0,58;;;;;;
Diablo;PS;1997;Role-Playing;Electronic Arts;0,29;0,19;0,07;0,04;0,58;;;;;;
Q*bert;2600;1982;Puzzle;Parker Bros.;0,55;0,03;0,00;0,01;0,58;;;;;;
Romancing SaGa;PS2;2005;Role-Playing;Square Enix;0,06;0,04;0,47;0,01;0,58;58,00;23,00;8,00;35;Square Enix;E10+
Lost: Via Domus;X360;2008;Action;Ubisoft;0,18;0,34;0,00;0,07;0,58;55,00;50,00;6,40;58;Ubisoft Montreal;T
Top Spin 3;Wii;2008;Action;Take-Two Interactive;0,15;0,37;0,00;0,07;0,58;68,00;18,00;5,70;29;Pam Development;E
Game Party in Motion;X360;2010;Misc;Warner Bros. Interactive Entertainment;0,36;0,17;0,00;0,05;0,58;33,00;6,00;3,70;9;Farsight Studios;E
The Lord of the Rings: The Third Age;PS2;2004;Role-Playing;Electronic Arts;0,49;0,02;0,00;0,08;0,58;73,00;35,00;8,20;60;EA Games;T
Call of Duty: Black Ops;DS;2010;Shooter;Activision;0,50;0,04;0,00;0,04;0,58;74,00;13,00;6,00;54;n-Space;T
Disney Sing It! High School Musical 3: Senior Year;Wii;2008;Misc;Disney Interactive Studios;0,31;0,23;0,00;0,04;0,58;;;;;;
NCAA Football 09;PS3;2008;Sports;Electronic Arts;0,54;0,00;0,00;0,04;0,58;81,00;20,00;7,30;25;EA Tiburon;E
Sonic & All-Stars Racing Transformed;X360;2012;Racing;Sega;0,20;0,33;0,00;0,05;0,58;;;;;;
MLB 11: The Show;PS3;2011;Sports;Sony Computer Entertainment;0,54;0,00;0,00;0,04;0,58;90,00;30,00;7,80;87;SCEA San Diego Studios;E
Jeopardy!;Wii;2010;Misc;THQ;0,55;0,00;0,00;0,04;0,58;;;;;;
Transformers: War for Cybertron (XBox 360, PS3, & PC Versions);X360;2010;Shooter;Activision;0,38;0,15;0,00;0,05;0,58;;;;;;
Kinect Rush: A Disney Pixar Adventure;X360;2012;Adventure;Microsoft Game Studios;0,38;0,15;0,00;0,05;0,58;68,00;31,00;5,10;15;Asobo Studio;E
Sammy Sosa High Heat Baseball 2001;PS;2000;Sports;3DO;0,32;0,22;0,00;0,04;0,58;;;;;;
Skylanders SWAP Force;WiiU;2013;Platform;Activision;0,38;0,15;0,00;0,05;0,58;89,00;7,00;6,00;96;Vicarious Visions;E10+
Terminator 3: Rise of the Machines;PS2;2003;Action;Atari;0,28;0,22;0,00;0,07;0,58;38,00;21,00;6,30;23;Black Ops Entertainment;T
Guitar Hero: Smash Hits;Wii;2009;Misc;Activision;0,31;0,21;0,00;0,06;0,58;74,00;17,00;7,70;6;Beenox;T
Tom Clancy's HAWX;X360;2009;Action;Ubisoft;0,31;0,19;0,02;0,06;0,58;73,00;64,00;7,30;51;Ubisoft Romania;T
Alice: Madness Returns;PS3;2011;Adventure;Electronic Arts;0,22;0,24;0,04;0,08;0,58;70,00;51,00;7,90;181;Spicy Horse;M
Shin Megami Tensei IV;3DS;2013;Role-Playing;Atlus;0,28;0,00;0,27;0,03;0,58;83,00;48,00;8,30;251;Atlus;M
NBA 2K7;X360;2006;Sports;Take-Two Interactive;0,53;0,00;0,00;0,04;0,58;84,00;46,00;7,80;67;Kush Games, Visual Concepts;E
International Superstar Soccer '98;N64;1998;Sports;Konami Digital Entertainment;0,06;0,30;0,19;0,03;0,58;;;;;;
FIFA: Road to  World Cup 98;N64;1997;Sports;Electronic Arts;0,15;0,39;0,00;0,03;0,58;;;;;;
World Cup 98;N64;1998;Sports;Electronic Arts;0,14;0,40;0,00;0,04;0,58;;;;;;
NHL 12;PS3;2011;Sports;Electronic Arts;0,36;0,15;0,00;0,07;0,58;86,00;33,00;7,50;52;Electronic Arts;E10+
NASCAR: Dirt to Daytona;PS2;N/A;Racing;Unknown;0,28;0,22;0,00;0,07;0,58;84,00;10,00;8,80;19;Monster Games Inc.;E
Unreal Tournament;PS2;2000;Shooter;Infogrames;0,28;0,22;0,00;0,07;0,58;77,00;23,00;6,80;13;Epic Games;M
Digimon World 2;PS;2000;Role-Playing;Namco Bandai Games;0,23;0,16;0,16;0,04;0,58;42,00;5,00;7,60;47;Bandai;E
Tales of Phantasia;PS;1998;Role-Playing;Namco Bandai Games;0,00;0,00;0,54;0,04;0,58;;;;;;
Prince of Persia: The Two Thrones;XB;2005;Action;Ubisoft;0,33;0,22;0,00;0,03;0,58;85,00;46,00;8,40;28;Ubisoft;M
Xenosaga Episode II: Jenseits von Gut und Böse;PS2;2004;Role-Playing;Sony Computer Entertainment;0,28;0,22;0,00;0,07;0,58;;;;;;
Gex: Enter the Gecko;PS;1998;Platform;BMG Interactive Entertainment;0,32;0,22;0,00;0,04;0,58;;;;;;
Shrek 2: Beg for Mercy;GBA;2004;Adventure;Activision;0,42;0,15;0,00;0,01;0,58;;;;;;
FIFA Soccer 10;DS;2009;Sports;Electronic Arts;0,14;0,37;0,00;0,07;0,58;;;7,60;5;Exient Entertainment;E
JoJo's Bizarre Adventure: All Star Battle;PS3;2013;Fighting;Namco Bandai Games;0,05;0,02;0,50;0,01;0,58;71,00;53,00;8,30;55;CyberConnect2;T
Contra: Shattered Soldier;PS2;2002;Shooter;Konami Digital Entertainment;0,28;0,22;0,00;0,07;0,58;78,00;33,00;6,60;25;KCET;T
Championship Motocross featuring Ricky Carmichael;PS;1998;Racing;THQ;0,32;0,22;0,00;0,04;0,58;;;;;;
Dragon Ball Z: Chou Saiya Densetsu;SNES;1992;Role-Playing;Namco Bandai Games;0,00;0,00;0,58;0,00;0,58;;;;;;
Final Fantasy: The 4 Heroes of Light;DS;2009;Role-Playing;Square Enix;0,22;0,10;0,23;0,03;0,58;71,00;49,00;7,10;38;Matrix Software;E10+
Rayman Legends;PS3;2013;Platform;Ubisoft;0,14;0,34;0,00;0,10;0,58;91,00;23,00;8,70;310;Ubisoft Montpellier;E10+
Fire Emblem: Seisen no Keifu;SNES;1996;Strategy;Nintendo;0,00;0,00;0,58;0,00;0,58;;;;;;
FIFA Soccer;PSV;2012;Sports;Electronic Arts;0,16;0,32;0,02;0,08;0,58;79,00;45,00;7,20;79;Electronic Arts;E
Tenchu 2: Birth of the Stealth Assassins;PS;2000;Action;Activision;0,32;0,22;0,00;0,04;0,58;77,00;14,00;8,70;32;Acquire;M
Tony Hawk's Pro Skater 4;GC;2002;Sports;Activision;0,45;0,12;0,00;0,02;0,58;91,00;19,00;8,60;21;Neversoft Entertainment;T
Go Diego Go! Great Dinosaur Rescue;Wii;2008;Action;Take-Two Interactive;0,52;0,02;0,00;0,04;0,58;;;;;;
Naruto: Uzumaki Chronicles 2;PS2;2006;Action;Namco Bandai Games;0,28;0,22;0,00;0,07;0,58;52,00;22,00;6,90;17;Cavia Inc.;T
NHL 06;PS2;2005;Sports;Electronic Arts;0,48;0,02;0,00;0,08;0,58;78,00;27,00;8,50;29;EA Canada;E10+
Parasite Eve II;PS;1999;Role-Playing;SquareSoft;0,32;0,22;0,00;0,04;0,58;79,00;14,00;9,00;77;SquareSoft;M
NFL Blitz 2000;N64;1999;Sports;Midway Games;0,55;0,02;0,00;0,00;0,58;;;;;;
Skate it;Wii;2008;Sports;Electronic Arts;0,50;0,03;0,00;0,04;0,58;70,00;37,00;8,40;25;Electronic Arts;E
Pro Evolution Soccer 2015;PS3;2014;Sports;Konami Digital Entertainment;0,10;0,20;0,22;0,06;0,58;;;7,80;34;Konami;E
London 2012: The Official Video Game of the Olympic Games;X360;2012;Sports;Sega;0,07;0,44;0,00;0,07;0,58;;;;;;
Madden NFL 2002;XB;N/A;Sports;Unknown;0,53;0,02;0,00;0,03;0,58;90,00;16,00;8,10;8;EA Sports;E
NCAA Football 10;PS2;2009;Sports;Electronic Arts;0,28;0,22;0,00;0,07;0,58;;;tbd;;EA Tiburon;E
Phineas and Ferb: Across the 2nd Dimension;Wii;2011;Action;Disney Interactive Studios;0,35;0,18;0,00;0,05;0,57;76,00;4,00;8,30;6;High Impact Games;E10+
Theme Park;PS;1994;Simulation;Electronic Arts;0,24;0,16;0,13;0,04;0,57;;;;;;
Far Cry Instincts;XB;2005;Shooter;Ubisoft;0,32;0,24;0,00;0,02;0,57;85,00;56,00;5,70;73;Ubisoft Montreal;M
Hasbro Family Game Night;PS2;2008;Puzzle;Electronic Arts;0,28;0,22;0,00;0,07;0,57;;;tbd;;EA Bright Light;E
Tony Hawk's Pro Skater 4;GBA;2002;Sports;Activision;0,41;0,15;0,00;0,01;0,57;85,00;13,00;8,80;4;Vicarious Visions;E
ATV Offroad Fury: Blazin' Trails;PSP;2005;Racing;SouthPeak Games;0,53;0,00;0,00;0,04;0,57;63,00;32,00;7,80;16;Climax Group;E
Tales of the Abyss;PS2;2005;Role-Playing;Namco Bandai Games;0,00;0,00;0,57;0,00;0,57;78,00;22,00;8,40;109;Namco;T
Payday 2;X360;2013;Shooter;505 Games;0,33;0,19;0,00;0,05;0,57;75,00;18,00;6,30;203;Overkill Software;M
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu;PS;2000;Strategy;Namco Bandai Games;0,00;0,00;0,54;0,04;0,57;;;;;;
Blacksite: Area 51;X360;2007;Shooter;Midway Games;0,29;0,22;0,00;0,06;0,57;62,00;48,00;6,10;65;Midway Studios - Austin;T
Spyro Orange: The Cortex Conspiracy;GBA;2004;Action;Vivendi Games;0,41;0,15;0,00;0,01;0,57;60,00;25,00;7,00;12;Vicarious Visions;E
XCOM: Enemy Unknown;PS3;2012;Strategy;Take-Two Interactive;0,24;0,23;0,00;0,10;0,57;89,00;20,00;8,20;296;Firaxis Games;M
Petz Dogz 2;Wii;2007;Simulation;Ubisoft;0,52;0,01;0,00;0,04;0,57;;;tbd;;Ubisoft;E
Beyond The Beyond;PS;1995;Role-Playing;Sony Computer Entertainment;0,11;0,08;0,35;0,04;0,57;;;;;;
Ben 10: Alien Force;PS2;2008;Action;Koch Media;0,22;0,02;0,00;0,33;0,57;;;5,30;6;Monkey Bar Games;E10+
Skylanders: Spyro's Adventure;3DS;2011;Action;Activision;0,32;0,20;0,00;0,05;0,57;82,00;8,00;4,90;62;Vicarious Visions;E10+
Cabela's Dangerous Hunts 2011;Wii;2010;Sports;Activision;0,52;0,02;0,00;0,04;0,57;;;tbd;;Activision;T
The Sims 3: World Adventures;PC;2009;Simulation;Electronic Arts;0,02;0,18;0,00;0,38;0,57;81,00;31,00;8,00;72;The Sims Studio;T
Madden NFL 06;GC;2005;Sports;Electronic Arts;0,44;0,11;0,00;0,02;0,57;86,00;21,00;8,50;11;EA Sports;E
Mega Man Star Force 2: Zerker x Ninja / Saurian;DS;2007;Action;Capcom;0,24;0,00;0,31;0,02;0,57;;;;;;
Titanfall 2;XOne;2016;Shooter;Electronic Arts;0,37;0,15;0,00;0,05;0,57;87,00;31,00;8,00;261;Respawn Entertainment;M
BlazBlue: Calamity Trigger;PS3;2009;Fighting;PQube;0,36;0,10;0,06;0,06;0,57;87,00;50,00;8,40;112;Arc System Works;T
Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);Wii;2007;Action;Activision;0,50;0,03;0,00;0,05;0,57;;;;;;
Iron Man;X360;2008;Action;Sega;0,27;0,24;0,00;0,06;0,57;45,00;43,00;5,90;52;Secret Level;T
Naruto: Ultimate Ninja 2;PS2;2004;Fighting;Namco Bandai Games;0,47;0,02;0,00;0,08;0,57;73,00;27,00;7,90;27;CyberConnect2;T
The Mysterious Murasame Castle;NES;1986;Action;Nintendo;0,00;0,00;0,57;0,00;0,57;;;;;;
NBA Hangtime;N64;1997;Sports;GT Interactive;0,48;0,08;0,00;0,00;0,57;;;;;;
NHL 10;PS3;2009;Sports;Electronic Arts;0,38;0,12;0,00;0,07;0,57;88,00;35,00;7,90;40;EA Canada;E10+
Zumba Fitness;PS3;2010;Sports;505 Games;0,28;0,21;0,00;0,08;0,57;;;3,80;4;Pipeworks Software, Inc.;E
Rock Band 3;PS3;2010;Misc;MTV Games;0,43;0,08;0,00;0,05;0,57;91,00;34,00;8,00;95;Harmonix Music Systems;T
Blood Wake;XB;2001;Shooter;Microsoft Game Studios;0,43;0,12;0,00;0,02;0,57;71,00;30,00;7,50;13;Stormfront Studios;T
Dynasty Warriors 5: Xtreme Legends;PS2;2005;Action;Tecmo Koei;0,11;0,08;0,35;0,03;0,57;57,00;22,00;9,10;26;Omega Force;T
Rapala: We Fish;Wii;2009;Sports;Activision;0,52;0,01;0,00;0,04;0,57;;;tbd;;Activision;E
Harvest Moon: Sunshine Islands;DS;2008;Simulation;Rising Star Games;0,35;0,03;0,17;0,03;0,57;;;;;;
WWE 2K15;XOne;2014;Sports;Take-Two Interactive;0,29;0,23;0,00;0,05;0,57;56,00;25,00;5,70;63;Yuke's;T
Jampack Summer 2002;PS2;2002;Misc;Sony Computer Entertainment;0,28;0,22;0,00;0,07;0,57;;;tbd;;;
FIFA World Cup Germany 2006;PS2;2006;Sports;Electronic Arts;0,47;0,02;0,00;0,08;0,57;77,00;28,00;8,10;33;EA Canada;E
Wreckless: ThE YaKuza MisSiOns;XB;2002;Racing;Activision;0,42;0,11;0,02;0,02;0,57;74,00;36,00;5,20;13;Bunkasha Publishing;T
Super Bomberman;SNES;1992;Puzzle;Hudson Soft;0,00;0,00;0,57;0,00;0,57;;;;;;
Defiance;X360;2013;Shooter;Trion Worlds;0,38;0,14;0,00;0,05;0,57;60,00;27,00;7,20;249;Trion Worlds;M
Disgaea 4: A Promise Unforgotten;PS3;2011;Role-Playing;Nippon Ichi Software;0,27;0,11;0,14;0,05;0,57;80,00;39,00;7,80;126;Nippon Ichi Software;T
SpongeBob SquarePants featuring Nicktoons: Globs of Doom;DS;2008;Action;THQ;0,52;0,00;0,00;0,04;0,57;;;6,00;5;Natsume;E
SpongeBob SquarePants: Battle for Bikini Bottom;XB;2003;Platform;THQ;0,45;0,10;0,00;0,02;0,57;70,00;8,00;8,90;17;Heavy Iron Studios;E
Doom 3 BFG Edition;PS3;2012;Shooter;Bethesda Softworks;0,26;0,21;0,00;0,10;0,57;67,00;16,00;6,40;107;id Software;M
SD Gundam G Generation Neo;PS2;2002;Strategy;Namco Bandai Games;0,00;0,00;0,57;0,00;0,57;;;;;;
Spider-Man 3;X360;2007;Platform;Activision;0,49;0,04;0,00;0,04;0,57;63,00;61,00;7,00;53;Treyarch;T
Pro Evolution Soccer 2012;PSP;2011;Action;Konami Digital Entertainment;0,10;0,11;0,29;0,06;0,57;74,00;4,00;6,30;8;Konami;E
The Conduit;Wii;2009;Shooter;Sega;0,28;0,23;0,00;0,06;0,57;69,00;79,00;8,20;258;High Voltage Software;T
Trivial Pursuit;Wii;2009;Misc;Electronic Arts;0,20;0,30;0,00;0,07;0,57;67,00;11,00;tbd;;EA Bright Light;E
Just Dance 2016;WiiU;2015;Misc;Ubisoft;0,27;0,25;0,00;0,05;0,57;73,00;7,00;6,90;11;Ubisoft;E10+
Disney Universe;X360;2011;Action;Disney Interactive Studios;0,37;0,14;0,00;0,05;0,57;66,00;31,00;5,30;13;Eurocom Entertainment Software;E10+
RalliSport Challenge;XB;2002;Racing;Microsoft Game Studios;0,39;0,16;0,00;0,02;0,57;87,00;32,00;8,30;19;Digital Illusions;E
Resident Evil Outbreak File #2;PS2;2004;Action;Capcom;0,19;0,15;0,17;0,05;0,57;58,00;35,00;7,70;70;Capcom;M
Top Spin 3;PS3;2008;Action;Take-Two Interactive;0,08;0,36;0,00;0,12;0,57;75,00;36,00;7,50;20;Pam Development;E
Bob the Builder: Can We Fix It?;PS;2000;Action;THQ;0,31;0,21;0,00;0,04;0,57;;;;;;
XIII;PS2;2003;Shooter;Ubisoft;0,28;0,22;0,00;0,07;0,57;73,00;37,00;8,60;35;Ubisoft Paris;M
Tomb Raider: Anniversary;PSP;2007;Action;Eidos Interactive;0,21;0,22;0,00;0,13;0,57;78,00;32,00;8,20;28;Crystal Dynamics;T
Bratz 4 Real;DS;2007;Adventure;THQ;0,29;0,22;0,00;0,06;0,57;;;tbd;;THQ;E
Rune Factory 4;3DS;2012;Role-Playing;Xseed Games;0,32;0,00;0,21;0,03;0,57;78,00;33,00;8,10;122;Neverland;E10+
3D Dot Game Heroes;PS3;2009;Role-Playing;SouthPeak Games;0,36;0,11;0,03;0,07;0,57;77,00;66,00;8,00;96;Silicon Studio;E10+
Up;Wii;2009;Action;THQ;0,22;0,28;0,00;0,06;0,56;62,00;6,00;8,00;4;Asobo Studio;E10+
Breath of Fire IV;PS;2000;Role-Playing;Capcom;0,11;0,08;0,34;0,04;0,56;83,00;10,00;8,90;45;Capcom;T
Tales of Zestiria;PS3;2015;Role-Playing;Namco Bandai Games;0,05;0,07;0,42;0,02;0,56;;;8,00;47;Namco Bandai Games, Bandai Namco Games;T
True Crime: Streets of LA;GC;2003;Action;Activision;0,44;0,11;0,00;0,02;0,56;77,00;29,00;7,30;29;Exakt;M
Odin Sphere;PS2;2007;Role-Playing;Square Enix;0,23;0,18;0,09;0,06;0,56;83,00;49,00;8,60;59;Vanilla Ware;T
Petz Wild Animals: Tigerz;DS;2008;Simulation;Ubisoft;0,52;0,00;0,00;0,04;0,56;;;tbd;;Magic Pockets;E
The Incredible Hulk;GBA;2003;Action;Universal Interactive;0,40;0,15;0,00;0,01;0,56;;;;;;
Ms. Pac-Man Maze Madness;GBA;2004;Puzzle;Zoo Digital Publishing;0,40;0,15;0,00;0,01;0,56;;;tbd;;Full-Fat;E
Xenoblade Chronicles;3DS;2015;Role-Playing;Nintendo;0,27;0,14;0,12;0,04;0,56;;;;;;
Titanfall;PC;2014;Shooter;Electronic Arts;0,22;0,30;0,00;0,04;0,56;86,00;29,00;6,20;1727;Respawn Entertainment;M
Arena Football;PS2;2006;Sports;Electronic Arts;0,28;0,22;0,00;0,07;0,56;66,00;18,00;8,60;14;EA Tiburon;E10+
The Lord of the Rings: The Return of the King;GBA;2003;Action;Electronic Arts;0,40;0,15;0,00;0,01;0,56;77,00;13,00;8,20;11;Griptonite Games;T
NHL Hitz 20-02;PS2;2001;Sports;Midway Games;0,28;0,22;0,00;0,07;0,56;78,00;18,00;7,60;8;Black Box;E
The Legend of Spyro: Dawn of the Dragon;Wii;2008;Platform;Vivendi Games;0,34;0,17;0,00;0,05;0,56;64,00;11,00;6,50;19;Etranges Libellules;E10+
Classic NES Series: Dr. Mario;GBA;2004;Puzzle;Nintendo;0,31;0,11;0,13;0,01;0,56;66,00;10,00;7,50;6;Nintendo;E
The Sims: Bustin' Out;XB;2003;Simulation;Electronic Arts;0,40;0,14;0,00;0,02;0,56;81,00;26,00;8,90;12;Maxis;T
NCAA March Madness 07;PS2;2007;Sports;Electronic Arts;0,28;0,22;0,00;0,07;0,56;63,00;9,00;8,60;7;EA Canada;E
Monsters, Inc. Scream Team;PS;2001;Platform;Sony Computer Entertainment;0,31;0,21;0,00;0,04;0,56;65,00;10,00;6,90;8;Artificial Mind and Movement;E
Warhammer 40,000: Space Marine;X360;2011;Shooter;THQ;0,25;0,26;0,00;0,06;0,56;76,00;57,00;7,80;232;Relic;M
Harry Potter Collection;PS2;2006;Misc;Electronic Arts;0,28;0,21;0,00;0,07;0,56;;;tbd;;Electronic Arts;E10+
Top Spin 3;X360;2008;Action;Take-Two Interactive;0,09;0,40;0,00;0,07;0,56;78,00;47,00;7,60;36;Pam Development;E
Yu-Gi-Oh! World Championship Tournament 2004;GBA;2004;Misc;Konami Digital Entertainment;0,40;0,15;0,00;0,01;0,56;;;;;;
Cabela's Big Game Hunter 2005 Adventures;PS2;2004;Sports;Activision;0,28;0,21;0,00;0,07;0,56;55,00;4,00;8,40;16;Sand Grain Studios;T
LEGO Rock Band;X360;2009;Misc;Warner Bros. Interactive Entertainment;0,40;0,11;0,00;0,05;0,56;71,00;50,00;7,20;31;TT Fusion;E10+
